timestamp,open,high,low,close,volume,spread,real_volume
2023-01-01 22:00:00,1.06871,1.0693,1.06786,1.06814,531,300,0
2023-01-01 23:00:00,1.06834,1.06982,1.06782,1.06982,427,118,0
2023-01-02 00:00:00,1.06978,1.07057,1.06917,1.07037,626,59,0
2023-01-02 01:00:00,1.07039,1.07066,1.06931,1.06954,249,56,0
2023-01-02 02:00:00,1.06958,1.06958,1.06836,1.06883,128,66,0
2023-01-02 03:00:00,1.06882,1.06959,1.06839,1.06881,102,126,0
2023-01-02 04:00:00,1.06878,1.06964,1.06872,1.06964,231,115,0
2023-01-02 05:00:00,1.06965,1.06965,1.06828,1.06901,288,116,0
2023-01-02 06:00:00,1.06902,1.06939,1.0667200000000001,1.06827,442,112,0
2023-01-02 07:00:00,1.06819,1.06897,1.06619,1.0676,1740,41,0
2023-01-02 08:00:00,1.06771,1.0693,1.0667200000000001,1.06734,648,42,0
2023-01-02 09:00:00,1.0673300000000001,1.06928,1.0671,1.06729,980,121,0
2023-01-02 10:00:00,1.06727,1.06836,1.06666,1.06756,400,122,0
2023-01-02 11:00:00,1.06755,1.06783,1.06721,1.06766,244,163,0
2023-01-02 12:00:00,1.06764,1.06788,1.06687,1.06743,363,163,0
2023-01-02 13:00:00,1.06741,1.06776,1.06693,1.06705,444,162,0
2023-01-02 14:00:00,1.06706,1.06739,1.06627,1.06644,323,162,0
2023-01-02 15:00:00,1.06643,1.06658,1.06508,1.06522,441,161,0
2023-01-02 16:00:00,1.0652,1.06615,1.06431,1.06466,665,162,0
2023-01-02 17:00:00,1.06467,1.06537,1.06466,1.06522,487,167,0
2023-01-02 18:00:00,1.06521,1.06527,1.06434,1.06443,416,164,0
2023-01-02 19:00:00,1.06442,1.06513,1.0642,1.06487,300,165,0
2023-01-02 20:00:00,1.06485,1.06596,1.06477,1.06551,919,172,0
2023-01-02 21:00:00,1.06549,1.06616,1.06469,1.06523,405,204,0
2023-01-02 22:00:00,1.06523,1.06529,1.06504,1.06522,95,267,0
2023-01-02 23:00:00,1.06558,1.06742,1.06357,1.06683,1937,167,0
2023-01-03 00:00:00,1.06686,1.06745,1.06603,1.06701,1046,10,0
2023-01-03 01:00:00,1.067,1.06739,1.06501,1.0659399999999999,2906,8,0
2023-01-03 02:00:00,1.06593,1.06774,1.06574,1.06762,1596,8,0
2023-01-03 03:00:00,1.06763,1.06782,1.06686,1.06718,1227,8,0
2023-01-03 04:00:00,1.0672,1.06797,1.06667,1.06669,930,8,0
2023-01-03 05:00:00,1.0667,1.06703,1.06587,1.06632,1391,8,0
2023-01-03 06:00:00,1.06632,1.06674,1.06511,1.06519,1756,8,0
2023-01-03 07:00:00,1.0652,1.06582,1.06197,1.06232,3163,8,0
2023-01-03 08:00:00,1.06234,1.06278,1.05504,1.05515,8219,8,0
2023-01-03 09:00:00,1.05512,1.05606,1.05337,1.05472,6190,8,0
2023-01-03 10:00:00,1.05475,1.05545,1.05252,1.05305,3727,8,0
2023-01-03 11:00:00,1.05303,1.05356,1.05192,1.05278,2465,8,0
2023-01-03 12:00:00,1.0528,1.05487,1.05237,1.05352,2478,8,0
2023-01-03 13:00:00,1.05351,1.05693,1.05302,1.05597,4379,8,0
2023-01-03 14:00:00,1.05594,1.05969,1.05549,1.05738,5106,8,0
2023-01-03 15:00:00,1.0574,1.05816,1.05543,1.05549,6415,8,0
